,TF,target
1197,TFAP2A,MPG
1198,ATF6,HSPA5
1199,STAT5A,IL6
1200,SP1,CD74
1201,ATF1,TGFB2
1202,CREB1,TGFB2
1203,ATF1,TGFBR2
1204,CREB1,CBLIF
1205,CREB1,TGFBR2
1206,USF1,CBLIF
1207,USF1,TGFBR2
1208,USF2,CBLIF
1209,JUNB,CCND1
1210,JUND,CCND1
1212,SP1,OAS1
1213,SP3,OAS1
1214,MYC,CAD
1215,USF1,CAD
1216,TCF3,INS
1217,JUNB,NR4A1
1218,JUND,NR4A1
1219,JUN,NR4A1
1221,FOS,UBE2B
1222,JUN,UBE2B
1223,IRF1,NCF2
1224,IRF8,NCF2
1225,SPI1,SAMHD1
1226,IRF1,CREBBP
1227,IRF8,CREBBP
1228,KLF5,LTF
1229,YBX1,TAT
1230,CEBPB,ABCC2
1231,EGR1,TP73
1232,SP1,TP73
1233,TFAP2A,TP73
1234,HNF4A,ANG
1235,SP1,NOS3
1236,JUNB,CD3E
1237,JUND,CD3E
1238,JUN,CD3E
1239,JUNB,FAS
1240,JUND,FAS
1241,JUN,FAS
1242,FEV,DDC
1243,ID3,PDLIM7
1244,KLF1,HBD
1245,SREBF1,SCARB1
1246,SP1,EMB
1247,SP3,GAST
1248,CTCF,APP
1249,ATF2,PVR
1252,SP1,SERPINH1
1253,YY1,PTPRA
1254,STAT1,IVL
1255,ID1,FASN
1256,SREBF1,FASN
1257,ID1,ADD1
1258,CREM,IL2
1259,STAT6,CCL11
1260,RELB,CCL11
1261,REL,CCL11
1262,NFKB2,CCL11
1263,RELA,CCL11
1264,NFKB1,CCL11
1265,WT1,TGFB1
1266,MITF,TYR
1267,CEBPA,KRT10
1268,CEBPB,KRT10
1269,CEBPB,TFAP2A
1270,HIF1A,SERPINE1
1271,HIF1A,TCIRG1
1272,MYB,CCNA1
1273,IRF8,IFNA1
1274,JUNB,SERPINE1
1275,JUND,SERPINE1
1276,JUN,SERPINE1
1277,JUNB,APOB
1278,JUND,APOB
1279,JUN,APOB
1280,E2F1,CDKN2A
1282,NCOA1,CREBBP
1283,E2F1,CCNA2
1284,SATB1,HBG1
1286,RUNX1,ETV6
1287,SP1,MT1A
1288,USF1,MT1A
1289,TP53,TNFRSF10B
1290,POU4F1,BRCA1
1291,JUNB,HMOX1
1292,JUND,HMOX1
1293,JUN,HMOX1
1294,MYC,HMOX1
1295,CREB1,ALAS2
1296,RARA,UCP1
1297,SMAD3,CDKN1A
1298,TFAP2A,SAA1
1299,CEBPB,MMP11
1300,NRF1,GSS
1301,NRF1,NFE2
1302,RORA,OXT
1303,FOS,IL2
1304,SP1,SRF
1305,PAX3,AKT1
1306,TP53,TIMP3
1307,PAX6,EYA1
1308,PROX1,EYA1
1309,PROX1,EYA2
1310,PAX3,C4A
1311,AR,CDKN1A
1312,TP63,TP53
1313,MAX,TERT
1314,EGR1,IGF2
1315,MYC,NCL
1316,USF1,POLR3D
1317,TFAP2A,ACADVL
1318,HES1,CKM
1319,RELB,CSF2
1320,REL,CSF2
1321,NFKB2,CSF2
1322,RELA,CSF2
1323,NFKB1,CSF2
1324,RELB,HCRT
1325,REL,HCRT
1326,NFKB2,HCRT
1327,RELA,HCRT
1328,NFKB1,HCRT
1329,TFAP2A,CSF2
1330,TFAP2A,HCRT
1331,RARA,RLBP1
1332,ETS1,PTHLH
1333,NCOA1,NRIP1
1334,NCOR1,CREBBP
1335,NCOR2,CREBBP
1336,NCOR2,NRIP1
1337,SP1,FMR1
1338,TFAP2A,FMR1
1339,CEBPB,IGF1
1340,TP53,PRKCG
1341,TP53,PSMA5
1342,SP1,SGK1
1343,SP3,SGK1
1344,NCOA1,SFTPB
1345,JUN,EGF
1346,TP53,TGFB1
1347,TP53,GDF15
1348,SP3,ACLY
1349,SP3,FASN
1350,JUN,MICU1
1351,SP1,TNC
1352,FLI1,TNC
1353,GABPA,TNC
1354,AHR,TF
1355,ZFHX3,ANPEP
1356,ZFHX3,ADIPOQ
1357,MITF,MC1R
1358,ELF4,ABCB1
1359,SP1,SRC
1360,SP3,SRC
1361,HOXC8,SPP1
1362,SMAD1,SPP1
1363,SPDEF,KLK3
1364,CTCF,MYC
1365,AR,PIAS1
1366,NR5A1,INHA
1367,CREM,APRT
1368,RELB,IRF1
1369,REL,IRF1
1370,NFKB2,IRF1
1371,RELA,IRF1
1372,NFKB1,IRF1
1373,RELB,STAT5B
1374,REL,STAT5B
1375,NFKB2,STAT5B
1376,RELA,STAT5B
1377,NFKB1,STAT5B
1378,STAT5B,CREBBP
1379,STAT5B,TKT
1380,RELB,CRHR1
1381,REL,CRHR1
1382,NFKB2,CRHR1
1383,RELA,CRHR1
1384,NFKB1,CRHR1
1385,RARA,RARB
1386,RARB,RARA
1387,RARB,ACTB
1388,RELB,UCN
1389,REL,UCN
1390,NFKB2,UCN
1391,RELA,UCN
1392,NFKB1,UCN
1394,JUNB,CFI
1395,JUND,CFI
1396,JUN,CFI
1397,RELB,CFI
1398,REL,CFI
1399,NFKB2,CFI
1400,RELA,CFI
1401,NFKB1,CFI
1402,RELB,PRKCG
1403,REL,PRKCG
1404,NFKB2,PRKCG
1405,RELA,PRKCG
1406,NFKB1,PRKCG
1407,SP1,TNXB
1408,CEBPB,PTGS2
1409,TOX,OMP
1410,SPI1,INS
1411,SPI1,RPS15
1412,PPARA,LPL
1413,NRF1,EIF5B
1414,NRF1,SLC25A5
1415,NRF1,TNFRSF11A
1416,NRF1,E2F1
1417,TFE3,SERPINE1
1418,SMAD4,MSX2
1419,DDIT3,MAPK14
1421,NEUROD1,INS
1422,PAX2,EN2
1423,RELB,PECAM1
1424,REL,PECAM1
1425,NFKB2,PECAM1
1426,RELA,PECAM1
1427,NFKB1,PECAM1
1428,MYOD1,MAFB
1429,MYBL2,LOX
1430,JUNB,CCL2
1431,JUND,CCL2
1432,JUN,CCL2
1433,JUNB,CXCL14
1434,JUND,CXCL14
1435,JUN,CXCL14
1436,RELB,CXCL14
1437,REL,CXCL14
1438,NFKB2,CXCL14
1439,RELA,CXCL14
1440,NFKB1,CXCL14
1441,SP1,CCL2
1442,SP1,CXCL14
1443,NR2F1,CD44
1444,NR2F2,CD44
1445,NR2F6,CD44
1446,NR2C2,CD44
1447,ELK3,CD44
1448,AHR,RB1
1449,MYB,CREBBP
1450,ELF3,TGFBR2
1451,ELF3,TGFB1
1452,TFAP2A,ERBB2
1453,KLF6,ADCYAP1
1454,JUNB,NGF
1455,JUND,NGF
1456,JUN,NGF
1457,RELB,NGF
1458,REL,NGF
1459,NFKB2,NGF
1460,RELA,NGF
1461,NFKB1,NGF
1462,PLAG1,IGF2
1463,CREB1,SCG2
1464,CEBPB,INS
1465,CEBPB,PRL
1466,RELB,FN1
1467,REL,FN1
1468,NFKB2,FN1
1469,RELA,FN1
1470,NFKB1,FN1
1473,CEBPD,PPARG
1474,PGR,HPGD
1475,ETS2,HPGD
1476,ETV4,HPGD
1477,FOS,BCL2
1478,STAT1,CIITA
1479,MEF2A,CLCA1
1480,MEF2A,MSTN
1481,SP1,LBR
1482,SP1,MSTN
1483,ETS1,PRL
1484,POU1F1,TBATA
1485,POU1F1,TSHB
1486,PDX1,FOXA2
1487,FOXA2,PDX1
1488,YY1,CFTR
1489,JUN,PRL
1490,ID1,MPZ
1491,MYBL2,CDK9
1492,TP53,CDK9
1493,SP3,ZNF143
1494,SP1,IL10
1495,STAT6,ALOX15
1496,FOS,CD44
1497,JUN,CD44
1498,CREM,GAST
1499,JUNB,SLA
1500,JUND,SLA
1501,JUN,SLA
1502,MYB,ACTG2
1503,MYB,ACTA2
1504,KLF6,PLAU
1505,KLF6,PLG
1506,AHR,ACHE
1507,JUN,PTGS2
1508,NR2F1,GAL
1509,AR,LCP1
1510,EGR1,FLT1
1511,SP1,SOD2
1512,SP1,CETP
1513,BACH2,FGF4
1514,STAT1,VIM
1515,RELB,FAS
1516,REL,FAS
1517,NFKB2,FAS
1519,NFKB1,FAS
1520,MYC,KRAS
1521,CEBPB,RHD
1522,HNF4A,FOXA2
1523,FOXA2,HNF4A
1524,ONECUT1,FOXA2
1525,FOXA2,ONECUT1
1526,HNF4A,ONECUT1
1527,ONECUT1,HNF4A
1528,STAT5A,ONECUT1
1529,STAT5A,TFAP2A
1530,ETS1,NR1H2
1531,RELB,NR1H2
1532,REL,NR1H2
1533,NFKB2,NR1H2
1534,RELA,NR1H2
1535,NFKB1,NR1H2
1536,CEBPB,RBPJ
1537,MYB,PRTN3
1538,SPI1,CSF3
1539,SPI1,PRTN3
1540,GATA4,AMH
1541,NR5A1,AMH
1542,RXRA,BGLAP
1543,VDR,BGLAP
1544,HIF1A,NOS2
1545,ATF1,CCNA2
1546,NR1H3,CETP
1547,TP53,CAV1
1548,FOS,MMP1
1549,SP1,PLAUR
1550,HSF1,HSPB1
1551,SPI1,PAX5
1552,E2F1,PLAU
1553,JUNB,PLAU
1554,JUND,PLAU
1555,JUN,PLAU
1556,NCOR2,RUNX1T1
1557,ZBTB16,RUNX1T1
1558,NCOR1,RUNX1T1
1559,GBX2,IL6
1560,YBX3,TAF8
1561,YBX3,APP
1562,TP53,PCSK1
1563,TP53,SERPINB5
1564,SMAD6,SMAD1
1565,SMAD1,SMAD6
1566,MYBL1,CDX1
1567,CDX1,BCL2
1568,MYBL1,BCL2
1569,MYB,BCL2
1570,NR5A1,POU5F1
1571,RARA,POU5F1
1572,EGR1,CHRNA7
1573,FOS,CALM1
1574,JUNB,DDIT3
1576,JUND,DDIT3
1578,JUN,DDIT3
1580,PAX8,TPO
1581,SP3,GH1
1582,SP1,GH1
1583,ESR1,ERBB2
1584,NCOA1,ERBB2
1585,JUNB,IL2
1586,JUND,IL2
1588,ETS1,CTSB
1589,SP1,CTSB
1590,SP3,CTSB
1591,ETS2,CTSB
1592,IRF1,IFNB1
1593,ARNT,VEGFA
1594,STAT4,MYC
1595,MYC,IL2
1596,TFDP1,CDKN1A
1597,SP1,HSPA1B
1598,KLF1,HBG1
1599,HMGA1,IL2
1600,CEBPA,DEFA3
1602,JUNB,TGFB1
1603,JUND,TGFB1
1604,JUN,TGFB1
1605,SMAD3,TGFB1
1606,TFAP2A,SLC34A1
1607,GATA2,NOS3
1608,ZNF143,HMOX1
1609,JUNB,TCEA1
1610,JUND,TCEA1
1611,JUN,TCEA1
1612,RELB,MAP3K11
1613,REL,MAP3K11
1614,NFKB2,MAP3K11
1615,RELA,MAP3K11
1616,NFKB1,MAP3K11
1617,PRDM1,YY1
1618,YY1,MYC
1619,STAT6,FCER1G
1620,IRF1,CCL5
1621,JUNB,HGF
1622,JUND,HGF
1623,JUN,HGF
1624,JUNB,TM9SF2
1625,JUND,TM9SF2
1626,JUN,TM9SF2
1627,RELB,TM9SF2
1628,REL,TM9SF2
1629,NFKB2,TM9SF2
1630,RELA,TM9SF2
1631,NFKB1,TM9SF2
1632,RELB,VAV1
1633,REL,VAV1
1634,NFKB2,VAV1
1635,RELA,VAV1
1636,NFKB1,VAV1
1637,SPI1,GHR
1638,NR3C1,CYP19A1
1639,JUNB,PRKCQ
1640,JUND,PRKCQ
1641,JUN,PRKCQ
1642,NR3C2,ADRA1D
1643,NR3C2,RELA
1644,SP1,NR3C2
1645,NR3C2,SP1
1646,SP1,RELA
1647,RELA,SP1
1648,SP1,IGF1R
1649,RELB,LTA
1650,REL,LTA
1651,NFKB2,LTA
1652,RELA,LTA
1653,NFKB1,LTA
1654,SP1,LTA
1655,RARA,ABCC2
1656,RARA,SLC10A1
1657,ATF1,PRKACA
1658,ATF1,ACHE
1659,SP3,ITGAD
1660,PAX3,ITGAD
1661,SP1,ITGAD
1662,MYB,ATP2B1
1663,RELB,EIF2AK2
1664,REL,EIF2AK2
1665,NFKB2,EIF2AK2
1666,RELA,EIF2AK2
1667,NFKB1,EIF2AK2
1668,ATF1,RPS6KA3
1669,MXD1,TERT
1670,IRF1,FASLG
1671,IRF2,FASLG
1672,STAT1,IL4
1673,STAT3,MAPK8
1674,SP3,MAPK1
1675,SP1,MAPK1
1676,STAT5A,CD34
1677,RELB,SLC1A2
1678,REL,SLC1A2
1679,NFKB2,SLC1A2
1680,RELA,SLC1A2
1681,NFKB1,SLC1A2
1682,RELB,SLC1A3
1683,REL,SLC1A3
1684,NFKB2,SLC1A3
1685,RELA,SLC1A3
1686,NFKB1,SLC1A3
1687,ID1,CDKN1A
1688,ID1,CDKN2B
1689,NR5A1,CYP2B6
1690,RELB,HMOX1
1691,REL,HMOX1
1692,NFKB2,HMOX1
1693,RELA,HMOX1
1694,NFKB1,HMOX1
1695,ATF1,REG3A
1696,ATF1,LPIN1
1697,SP1,ST6GALNAC3
1698,SP1,ST6GALNAC4
1699,AHR,XPO1
1700,CLOCK,DBP
1701,TP53,PERP
1702,HNF1A,DPP4
1703,SP1,LARGE1
1704,MAX,FASLG
1705,MYC,FASLG
1706,SPI1,TLR4
1707,CTCF,SIN3A
1708,JUNB,PRKCA
1709,JUND,PRKCA
1710,JUN,PRKCA
1711,RARB,PRKCA
1712,STAT3,GFAP
1713,BHLHE40,CENPX
1714,ESR1,LTF
1715,SRY,AMH
1716,WT1,AMH
1717,RELB,IL15
1718,REL,IL15
1719,NFKB2,IL15
1720,RELA,IL15
1721,NFKB1,IL15
1722,NR3C2,BAX
1723,NR3C2,BCL2
1724,JUNB,FASLG
1725,JUND,FASLG
1726,JUN,FASLG
1727,TP53,FADD
1728,STAT3,VEGFA
1729,MYBL2,PARP1
1730,CEBPA,SCGB1A1
1731,CEBPD,SCGB1A1
1732,CEBPD,EBP
1733,LEF1,MITF
1734,RELB,HACD3
1735,REL,HACD3
1736,NFKB2,HACD3
1737,RELA,HACD3
1738,NFKB1,HACD3
1739,MAF,TP53
1740,TP53,MAF
1741,SP1,PKM
1742,SP3,PKM
1743,PDX1,IAPP
1744,AIRE,CREBBP
1745,FOXM1,SLC2A2
1746,HNF1A,SLC2A2
1747,TP53,BDKRB2
1748,CEBPA,IL6
1749,CEBPD,IL6
1750,CEBPB,CCL2
1751,ETV1,TGFBR2
1752,JUNB,LAMC2
1753,JUND,LAMC2
1754,JUN,LAMC2
1755,ETS2,MGAT5
1756,KLF4,CDKN1A
1757,ESR1,IGF1
1758,MITF,CD40
1759,SP1,EPHB2
1760,PDX1,SST
1761,JUNB,BIRC3
1762,JUND,BIRC3
1763,JUN,BIRC3
1764,IRF1,BIRC3
1765,RARA,NPM1
1766,SOX9,ACAN
1767,SPI1,ACAN
1768,CREB1,BCL2
1769,JUNB,FGFBP1
1770,JUND,FGFBP1
1771,JUN,FGFBP1
1772,FOS,FGFBP1
1774,SMAD7,TGFB1
1775,ESR1,LPL
1776,CEBPB,TNF
1777,RELB,CXCL10
1778,REL,CXCL10
1779,NFKB2,CXCL10
1780,RELA,CXCL10
1781,NFKB1,CXCL10
1782,E2F4,CCNE1
1783,TFDP1,CCNE1
1784,TFCP2,CCNA1
1785,RELA,GC
1786,SP1,LGALS1
1787,TP53,CA9
1788,HNF1A,GJB1
1789,SP1,GJB1
1790,TBX21,IFNG
1791,TBX21,IL5
1792,SP1,SLC5A1
1793,IRF1,PSMB9
1794,STAT1,PSMB9
1795,IRF1,ACHE
1796,MYB,PTGS2
1797,JUNB,COPS5
1798,JUND,COPS5
1799,JUN,COPS5
1801,ATF1,SST
1802,RARA,HLA-DRB1
1803,RARA,CDKN2A
1805,HNF1A,G6PC1
1806,SP1,TGFBR2
1807,CEBPA,AMELX
1808,FOXA2,HHEX
1809,GATA4,HHEX
1810,NR5A1,MC2R
1811,NR5A1,CREBBP
1812,JUNB,PRL
1813,JUND,PRL
1815,MITF,TBX2
1816,MYBL2,CLU
1817,SP1,COL1A2
1818,SP3,COL1A2
1819,NR3C1,CYP3A4
1820,SRF,NR4A1
1821,NR2F2,CCND1
1822,NR2F2,CDK2
1823,NR2F2,CDKN1A
1824,STAT1,CD86
1825,SP1,AR
1826,AR,SP1
1827,GABPA,BRCA1
1828,ELF3,SPRR2A
1829,PPARA,APOA2
1830,JUNB,AKR1B15
1831,JUND,AKR1B15
1832,JUN,AKR1B15
1833,FOS,AKR1B15
1836,TP73,MRPL41
1837,TP53,DKK1
1838,HIF1A,CP
1839,NRF1,PVR
1840,NCOA1,KAT2B
1841,RARA,CYP7A1
1842,PPARA,ACSL1
1843,SP1,VIM
1844,ATF2,CCNA2
1845,SP1,TERT
1846,TFDP1,CD74
1847,TFDP1,TOP2B
1848,RFX5,HLA-E
1849,RFXANK,HLA-E
1850,JUNB,BCL3
1851,JUND,BCL3
1852,JUN,BCL3
1853,JUNB,IL4
1854,JUND,IL4
1855,JUN,IL4
1856,ATF4,CREBBP
1857,TCF3,IGLL1
1858,HNF1A,UGT2B7
1859,POU2F1,UGT2B7
1860,ESRRA,LTF
1861,FOS,MMP13
1862,JUN,MMP13
1863,JUND,CEBPZ
1864,JUND,MMP13
1865,STAT3,CDKN2D
1866,NEUROD1,MAPKAPK2
1867,CRX,FSCN2
1868,EGR1,FN1
1869,EGR1,SERPINE1
1870,EGR1,TGFB1
1871,FOXO4,CDKN1B
1872,MXD1,AMPD1
1873,TP53,MPPED2
1874,JUN,LHB
1875,PPARA,PKLR
1876,HNF4A,DR1
1877,HNF4A,PKLR
1878,LHX4,IFT172
1879,GATA4,EDN1
1880,DLX5,BGLAP
1881,YBX3,ERBB2
1882,TP53,ABCC1
1883,NR1H4,VARS1
1884,SP1,TNFRSF8
1885,CEBPD,ADRA1D
1886,CEBPD,TNF
1887,CEBPB,COL1A1
1888,CEBPD,COL1A1
1889,SMAD3,COL1A2
1890,SMAD4,COL1A2
1891,VDR,CA2
1892,TFAM,GHRHR
1893,IRF3,CCL5
1894,MYOD1,RB1
1895,SREBF1,ACLY
1896,SREBF2,ACLY
1897,SP1,SCARB1
1898,RUNX2,CEBPD
1899,ELF4,ALDOA
1900,KLF4,KRT4
1901,KLF6,KRT4
1902,JUN,EGFR
1903,JUNB,EGFR
1904,JUND,EGFR
1906,FOS,EGFR
1908,ONECUT1,GH1
1909,ESR2,TERT
1910,MYOD1,MAPK1
1911,MYOD1,MAPK14
1912,NEUROD1,SCT
1913,JUNB,MMP12
1914,JUND,MMP12
1915,JUN,MMP12
1916,RELB,XIAP
1917,REL,XIAP
1918,NFKB2,XIAP
1919,RELA,XIAP
1920,NFKB1,XIAP
1921,NR2C2,XIAP
1922,STAT3,SOCS1
1923,JUNB,PTGS2
1924,JUND,PTGS2
1926,JUNB,FLG
1927,JUND,FLG
1928,JUN,FLG
1929,YBX1,HNRNPL
1930,NR4A1,POMC
1931,SP1,ATP1B1
1932,SP3,ATP1B1
1933,SP1,VEGFA
1934,SP3,VEGFA
1935,HSF1,ABCB1
1938,AHR,CREBBP
1939,CEBPB,CREBBP
1940,STAT1,FCGR1A
1941,NR3C1,FCGR1A
1942,IRF1,SOCS1
1943,STAT1,SOCS1
1944,STAT5B,SOCS3
1945,SPI1,CD40
1946,MEF2A,CALM1
1947,SP1,PTGS2
1948,SP3,PTGS2
1949,SOX9,COL2A1
1950,ONECUT1,NEUROG3
1951,TAL1,HBG1
1952,SMAD2,PDGFB
1953,SMAD3,PDGFB
1954,SMAD4,PDGFB
1955,RELB,NCAM1
1956,REL,NCAM1
1957,NFKB2,NCAM1
1958,RELA,NCAM1
1959,NFKB1,NCAM1
1960,ETS1,CDH5
1961,TP53,CD82
1962,RELB,AGER
1963,REL,AGER
1964,NFKB2,AGER
1965,RELA,AGER
1966,NFKB1,AGER
1967,SP1,AGER
1968,STAT5B,GCK
1969,STAT5B,INSR
1970,STAT1,ICAM1
1971,STAT1,JAK1
1972,STAT1,TSHB
1973,STAT3,ICAM1
1974,ESR1,PRL
1975,JUNB,MMP13
1978,NKX3-1,CASP8
1979,NFKB1,STAT5A
1980,RELA,STAT5A
1981,NFKB1,CSN2
1982,ID2,CAV3
1983,MYOG,CAV3
1984,MYOG,ID2
1985,MYOD1,TP53BP1
1986,MYOG,TP53BP1
1987,RELB,TP53BP1
1988,REL,TP53BP1
1989,NFKB2,TP53BP1
1990,RELA,TP53BP1
1991,NFKB1,TP53BP1
1992,TFAP2A,TP53BP1
1993,MYC,TP53BP1
1994,MYC,JUP
1995,HAND2,NGFR
1996,HAND2,TNFRSF1B
1997,RELB,SMAD7
1998,REL,SMAD7
1999,NFKB2,SMAD7
2000,RELA,SMAD7
2001,NFKB1,SMAD7
2002,RELA,SERPINE1
2003,JUN,ACTB
2004,CEBPD,PTGS2
2005,JUNB,TH
2006,JUND,TH
2007,JUN,TH
2008,EGR1,TH
2009,SP1,TH
2010,SMAD4,TGFB1
2011,NR0B2,EGFR
2012,JUNB,SMAD7
2013,JUND,SMAD7
2014,JUN,SMAD7
2015,SP1,SMAD7
2016,SP1,VDR
2017,VDR,SP1
2018,SP1,LTF
2019,RELA,CIITA
2020,RELA,HLA-A
2021,SFPQ,SP1
2022,TFAP2A,NPY
2023,HIF1A,ADM
2024,STAT1,NOS2
2025,DBP,PER1
2026,CLOCK,PER1
2027,DBP,BMAL1
2028,ATF2,IFNB1
2029,IRF3,IFNB1
2030,JUN,IFNB1
2031,ETS2,FGF1
2032,ETS2,FGF2
2033,ETS1,CSNK2A1
2034,RELB,CSNK2A1
2035,REL,CSNK2A1
2036,NFKB2,CSNK2A1
2037,RELA,CSNK2A1
2038,NFKB1,CSNK2A1
2039,SP1,CSNK2A1
2040,HIF1A,TH
2041,SP1,KRT4
2042,RUNX1,CDK4
2043,ESR1,CDKN2A
2045,RUNX1,CDKN2A
2047,USF1,HGF
2048,USF2,HGF
2049,TBXT,GSC
2050,ETS2,SPP1
2051,TP53,MAPK8
2052,ESR1,UGT1A1
2053,JUNB,NPY
2054,JUND,NPY
2055,JUN,NPY
2056,JUNB,CDKN2A
2058,STAT3,AGT
2059,HSF1,HSP90B2P
2060,AHR,MDM2
2061,NR1H3,ABCA1
2062,MYC,SURF1
2063,YY1,SURF1
2064,PITX2,PTX3
2065,PPARA,CYP4F2
2066,SP3,IL10
2067,RELB,SERPINB1
2068,REL,SERPINB1
2069,NFKB2,SERPINB1
2070,RELA,SERPINB1
2071,NFKB1,SERPINB1
2072,SP1,SERPINB1
2073,SPI1,SERPINB1
2074,PPARG,CEBPA
2075,CEBPA,PPARG
2076,CEBPB,PPARG
2077,PPARA,CPT1B
2078,SP1,POR
2079,RELB,KDR
2080,REL,KDR
2081,NFKB2,KDR
2082,RELA,KDR
2083,NFKB1,KDR
2085,KLF5,MYH14
2086,KLF5,SERPINE1
2087,EGR1,KLF5
2088,KLF5,EGR1
2089,ESR1,VEGFA
2090,ATF6,TG
2091,PITX2,APOA1
2092,POU3F1,SSTR1
2093,STAT3,CEBPD
2094,FOXM1,SFTPB
2095,MAX,THBS1
2096,MYC,FGFBP1
2097,USF1,FGFBP1
2098,SP1,FGFBP1
2099,SP1,UTRN
2100,FOXO1,BCL2L1
2101,PAX3,BCL2L1
2102,RELB,JUNB
2103,REL,JUNB
2104,NFKB2,JUNB
2105,RELA,JUNB
2106,NFKB1,JUNB
2107,NR4A3,POMC
2108,SMAD7,SPTA1
2109,CREB3,IL2
2110,STAT3,CRP
2111,CEBPB,CRP
2112,CEBPB,SH2D1A
2113,STAT3,SH2D1A
2114,SP1,SERPINE1
2115,STAT5A,EPOR
2116,STAT5A,JAK2
2117,RUNX1,ITGAL
2118,JUNB,VCAM1
2119,JUND,VCAM1
2120,JUN,VCAM1
2121,JUNB,VEGFA
2122,JUND,VEGFA
2123,JUN,VEGFA
2124,PAX6,MMP9
2125,SP1,TGM1
2126,CEBPB,KRT6B
2127,TP53,UBC
2128,NR1H3,MYC
2129,FOSL1,MMP13
2130,ZNF143,TCP1
2131,TP53,CASP3
2132,SP1,PGR
2133,ESR1,PGR
2134,PGR,ESR1
2135,ESR1,EGF
2136,NFATC2,IFNA1
2137,SRF,MYLK
2138,CREB1,NOS1
2139,RORA,BGLAP
2140,STAT3,IL10
2141,JUNB,GRB2
2142,JUND,GRB2
2143,JUN,GRB2
2144,CEBPA,HSD11B1
2145,CEBPB,HSD11B1
2146,HNF1A,UGT1A7
2147,JUNB,BTK
2148,JUND,BTK
2149,JUN,BTK
2150,RELA,SPN
2151,JUNB,CD40LG
2152,JUND,CD40LG
2153,JUN,CD40LG
2154,RELB,CD40LG
2155,REL,CD40LG
2156,NFKB2,CD40LG
2158,NFKB1,CD40LG
2159,ATF2,INS
2160,CREB1,INS
2161,TP53,VEGFA
2162,MYBL1,ACOT11
2163,MYC,MYBL1
2164,MYBL1,MYC
2165,SP3,GJA5
2166,YBX3,LCT
2167,YBX3,ZDHHC2
2168,RELB,RELA
2169,REL,RELA
2170,NFKB2,RELA
2171,RELA,RELA
2172,NFKB1,RELA
2173,RFX5,CIITA
2174,RFXANK,CIITA
2175,ELK1,TNF
2176,ELF2,MMP1
2177,FOSL1,MMP1
2179,E2F1,TYMS
2180,MYC,CDKN2A
2182,ETV4,MMP13
2183,HNF4A,ERBB2
2184,HNF4A,SRC
2185,NKX2-1,SFTPD
2186,JUNB,SPRR1B
2187,JUND,SPRR1B
2188,JUN,SPRR1B
2190,FOSL1,CCL2
2192,STAT3,CDKN1B
2193,STAT3,SPMAP2
2194,FOXM1,TF
2195,TFAP2A,VDR
2196,SP1,STAR
2197,NFKB1,CSF1
2198,JUNB,SERPINF2
2199,JUND,SERPINF2
2200,JUN,SERPINF2
2201,NR4A1,SERPINF2
2202,HIF1A,BNIP3
2203,NR1I2,NR1I3
2204,NR1I3,NR1I2
2205,OTX2,LDB1
2206,OTX2,GSC
2207,PPARG,TBXAS1
2208,MYC,NFKBIA
2209,SOX10,MPZ
2210,NR4A1,CABIN1
2211,IRF7,IFNA1
2212,ESR1,MMP9
2213,FOS,MMP9
2214,SP1,LHB
2215,GATA1,SPTB
2216,PAX2,GCG
2217,ESR1,PTCRA
2218,NFATC3,FASTK
2219,SOX10,MITF
2220,GSC,BMP4
2221,ETS2,CGB8
2222,HMGA2,PTGS2
2223,JUNB,IL24
2224,JUND,IL24
2225,JUN,IL24
2227,GBX2,BMP4
2228,GBX2,HMGB1
2229,ETS1,PSEN1
2230,JUNB,MGMT
2231,JUND,MGMT
2232,JUN,MGMT
2233,PAX3,CALM1
2234,SP1,CALM1
2235,NR3C2,CALM1
2236,SPI1,CALM1
2237,USF1,MYOC
2238,CREB1,AANAT
2239,CREM,AANAT
2240,ESR1,PRKACA
2241,SP1,PRKACA
2242,ZEB1,CDH1
2243,SP1,MYBL1
2244,NR1H4,WNT2
2245,NFATC2,TNF
2246,HAND2,PHOX2B
2247,YBX1,F2
2248,NKX3-1,KRAS
2249,TP53,BGLAP
2250,SP1,TRIM63
2251,KLF5,TAGLN
2252,CREB1,CCK
2253,FOXO1,G6PC1
2254,SPI1,G6PC1
2255,NCOR2,SIN3A
2256,RELB,BRCA2
2257,REL,BRCA2
2258,NFKB2,BRCA2
2259,RELA,BRCA2
2260,NFKB1,BRCA2
2261,SP1,PTN
2262,ATF3,TNF
2263,CDX1,PSMB9
2264,CDX1,TAP1
2265,STAT5A,BCR
2266,THRA,PKD2
2267,TFAP2A,APOE
2268,TP53,SOD2
2269,RELB,EDN1
2270,REL,EDN1
2271,NFKB2,EDN1
2272,RELA,EDN1
2273,NFKB1,EDN1
2275,TFCP2,TYMS
2276,MYC,CUL1
2277,RELB,TERT
2278,REL,TERT
2279,NFKB2,TERT
2280,RELA,TERT
2281,NFKB1,TERT
2282,BCL6,CCL2
2283,JUN,ALOX12
2284,SP1,ALOX12
2285,SP1,EGF
2286,TFE3,SMAD7
2287,MEF2A,BPIFA4P
2288,MEF2A,AKT1
2289,MEF2A,PIK3R1
2290,MYOD1,AKT1
2291,MYOD1,PIK3R1
2292,NR4A1,HSD17B1
2293,TFCP2,IL4
2294,TFCP2,IL2
2295,FOXA2,EOMES
