,TF,target
30314,NR1H4,CCL2
30315,PAX6,TGFB2
30316,PAX3,TGFB2
30317,FOXO3,CXCL12
30318,IRF9,CCL19
30319,IRF9,IL12A
30320,TCF4,CXCL8
30321,SMAD1,CXCL12
30322,SMAD1,IL11
30323,RORA,IL21
30324,RORA,IL22
30325,HNF1A,IL17A
30326,HNF1A,IL17F
30327,FOXC1,CXCL12
30328,HMGA2,IL11
30329,PITX2,CXCL6
30330,AHR,ABCC3
30331,AHR,AREG
30332,AHR,NR1I3
30333,AHR,HRK
30334,AHR,IFNG
30335,AHR,CYP2C8
30336,AHR,MMP9
30337,AHR,ABCC2
30338,AHR,SLCO2B1
30339,AHR,ABCC5
30340,AHR,CDH1
30341,AHR,SLC2A1
30342,AHR,UGT1A3
30343,AHR,SLC35A2
30344,AHR,GH1
30345,AHR,PAEP
30346,AHR,PRL
30347,AHR,LPL
30348,AHR,SERPINB2
30349,AHR,CCL2
30350,AHR,UGT1A4
30351,AHR,TFDP2
30352,AHR,UBE2L3
30353,AHR,PRDM1
30354,AHR,IDO1
30355,ARNT,AHRR
30356,AIRE,IFNB1
30357,AIRE,TSHR
30358,AIRE,RAC1
30359,AIRE,CYP2A13
30360,AIRE,COL2A1
30361,AR,GSN
30362,AR,CLU
30363,AR,TRPM8
30364,AR,LEP
30365,AR,PSMC3IP
30366,AR,GHRH
30367,AR,HSD3B1
30368,AR,SULT1E1
30369,AR,TBXA2R
30370,AR,SOCS3
30371,AR,CCR2
30372,AR,KLKB1
30373,AR,BGLAP
30374,AR,CCN2
30375,AR,TMSB4X
30376,AR,YY1
30377,YY1,AR
30378,AR,RXFP2
30379,AR,IBSP
30380,AR,TRPV6
30381,AR,ADAM9
30382,AR,GNRH2
30383,AR,ACTG2
30384,AR,SERPINE1
30385,AR,SELE
30386,AR,EZR
30387,AR,HSPA5
30388,ARNT,PTGS2
30389,ARNT,ALDH3A1
30390,ARNT,BNIP3
30391,ARNT,ALOX12
30392,ASCL1,DBH
30393,ASCL1,NEUROG1
30394,NEUROG1,ASCL1
30395,ASCL1,CHGA
30396,ASCL1,PTF1A
30397,ASCL1,INSM1
30398,ASCL1,CKM
30399,ASCL1,PROK2
30400,ASCL1,LIN28A
30401,ATF1,CEBPA
30402,ATF1,PPARG
30403,ATF1,MMP2
30404,ATF1,ADIPOQ
30405,ATF1,ATP1A1
30406,ATF1,PEX2
30407,ATF1,ENO1
30408,ATF1,NOX1
30409,ATF2,FOXP3
30410,ATF2,HIF1A
30411,ATF2,PPARG
30412,ATF2,SOCS3
30413,ATF3,VEGFA
30414,ATF3,TWIST1
30415,ATF3,EPAS1
30416,ATF3,MMP9
30417,ATF3,IL13
30418,ATF4,ATF5
30419,ATF4,SERPINC1
30420,ATF4,GRIN2A
30421,ATF4,DRD2
30422,ATF6,DERL3
30423,ATF6,IL6
30424,ATF6,VEGFA
30425,ATF6,RCAN1
30426,ATF6,PTPN1
30427,ATF7,TGFB2
30428,ATOH1,BDNF
30429,ATOH1,MUC6
30430,ATOH1,MUC5AC
30431,ATOH1,BARHL2
30432,ATOH1,NEUROG1
30433,NEUROG1,ATOH1
30434,BCL11A,DCC
30435,BCL11A,MAP1B
30436,BCL6,CCND1
30437,BCL6,CSF1R
30438,BHLHE40,IL2
30439,BHLHE40,IHH
30440,BHLHE40,COL10A1
30441,BHLHE40,COL2A1
30442,BHLHE40,RUNX2
30443,BHLHE40,IL2RA
30444,BHLHE41,IL2RA
30445,BHLHE41,IL13
30446,BHLHE41,IL5
30447,CDX1,GATA5
30448,CDX1,FOXA2
30449,CDX1,HOXB4
30450,CDX1,HOXA9
30451,CDX1,SI
30452,CEBPA,SMARCA4
30453,CEBPA,PLA2G2A
30454,CEBPA,PTK2
30455,CEBPA,ASNS
30456,CEBPA,CD68
30457,CEBPA,EDNRB
30458,CEBPA,FASN
30459,CEBPA,HPN
30460,CEBPA,MMP8
30461,CEBPA,TUBA4A
30462,CEBPA,SLC28A2
30463,CEBPA,MAT1A
30464,CEBPA,AACS
30465,CEBPA,CAMP
30466,CEBPA,AKR1C1
30467,CEBPA,GSTZ1
30468,CEBPA,PROS1
30469,CEBPA,CASP8
30470,CEBPA,CD33
30471,CEBPA,MC5R
30472,CEBPA,OSR2
30473,CEBPA,ZNF268
30474,CEBPA,VDR
30475,CEBPB,CEBPE
30476,CEBPB,FGFR2
30477,CEBPB,MMP10
30478,CEBPB,RELA
30479,CEBPB,PDGFRA
30480,CEBPB,EDNRB
30481,CEBPB,HSD11B2
30482,CEBPB,SNCA
30483,CEBPB,APCS
30484,CEBPB,CD36
30485,CEBPB,IL1RN
30486,CEBPB,MC5R
30487,CEBPB,SCD
30488,CEBPB,SMN1
30489,CEBPB,SERPINA3
30490,CEBPB,DSC2
30491,CEBPB,SFRP4
30492,CEBPB,FGFBP1
30493,CEBPB,DEFB4B
30494,CEBPB,CAMP
30495,CEBPB,HSD17B10
30496,CEBPD,CEBPA
30497,CEBPD,TLR9
30498,CEBPD,HSP90AB1
30499,CEBPD,SFTPA1
30500,CLOCK,PPARA
30501,CLOCK,EP300
30502,CLOCK,ACOX1
30503,CLOCK,CYP8B1
30504,CLOCK,RBP2
30505,CREB1,TRPC4
30506,CREB1,AVP
30507,CREB1,HMGCR
30508,CREB1,GHRH
30509,CREB1,PDE4B
30510,CREB1,AGER
30511,CREB1,DHX9
30512,CREB1,ESR2
30513,CREB1,SLC15A1
30514,CREB1,STAT5A
30515,CREB1,PDE4D
30516,CREB1,VCAM1
30517,CREB1,ZNF461
30518,CREB1,PHOX2A
30519,CREB1,ATP2A2
30520,CREB1,OPALIN
30521,CREB1,KMT2A
30522,CREB1,PLA2G4A
30523,CREB1,THOP1
30524,CREB1,CHRD
30525,CREB1,NFKBIZ
30526,CREB1,DIABLO
30527,CREB1,NKX2-5
30528,CREB1,CTSB
30529,CREB1,G6PD
30530,CREB1,ID1
30531,CREB1,SDC4
30532,CREB1,SLC2A1
30533,CREB1,AICDA
30534,CREB1,ENO1
30535,CREB1,KCNC3
30536,CREB1,PTCH1
30537,CREB1,CCKBR
30538,CREB1,CD69
30539,CREB1,HNF4A
30540,CREB1,PDYN
30541,CREB1,REST
30542,CREB3,EDEM1
30543,CREB3L1,NOS2
30544,CREB3L1,COL1A1
30545,CREB3L3,PCK1
30546,CREB3L3,PCK2
30547,CREB3L3,G6PC1
30548,CREM,NR3C1
30549,CREM,THOP1
30550,CTCF,GRB10
30551,DBP,PLAT
30552,DBP,EP300
30553,DDIT3,HSPA1A
30555,DDIT3,TAS2R13
30557,DDIT3,BDKRB2
30559,DDIT3,ID1
30561,DDIT3,HSP90B1
30563,DDIT3,HAMP
30565,DLX3,DLX4
30566,DLX3,PAX8
30567,DLX3,MAPT
30568,DLX3,PAX2
30569,DLX3,BMP4
30570,DLX5,WDR5
30571,DLX5,GSC
30572,E2F1,EGF
30573,E2F1,CDK4
30574,E2F1,BAX
30575,E2F1,BID
30576,E2F1,SIRT1
30577,E2F1,EZH2
30578,E2F1,SUZ12
30579,E2F1,IGF2
30580,E2F1,H2AC4
30581,E2F1,LIG4
30582,E2F1,CALR
30583,E2F1,FOXD3
30584,E2F1,SNAI2
30585,E2F1,RECQL4
30586,E2F2,TP53
30587,E2F2,ORC2
30588,E2F2,MCM2
30589,E2F2,BAX
30590,E2F2,MCM8
30591,E2F3,MCM8
30592,E2F4,E2F2
30593,E2F4,MCM8
30594,E2F5,E2F1
30595,EGR1,CXCL2
30596,EGR1,CCL4
30597,EGR1,PENK
30598,EGR1,CLEC7A
30599,EGR1,EREG
30600,EGR1,TNC
30601,EGR1,SNAI2
30602,EGR1,TIMP2
30603,EGR1,TIMP3
30604,EGR1,ATG4B
30605,EGR1,CHRNE
30606,EGR1,COL1A1
30607,EGR1,BCL2A1
30608,EGR1,SLC6A6
30609,EGR1,SNAI1
30610,EGR1,ADAMTS16
30611,EGR2,CBL
30612,EGR2,GJB3
30613,EGR3,BCL2L1
30614,EGR3,PRL
30615,ELF4,CSF2
30616,ELK1,TH
30617,EPAS1,SCGB3A1
30618,EPAS1,NDRG1
30619,EPAS1,PLAUR
30620,EPAS1,DBH
30621,EPAS1,ENO1
30622,EPAS1,CDKN1B
30623,EPAS1,IRS1
30624,EPAS1,BMAL1
30625,ESR1,EP300
30626,ESR1,GJB2
30627,ESR1,PTGS1
30628,ESR1,TRIM25
30629,ESR1,TNFRSF11B
30630,ESR1,CRABP2
30631,ESR1,GCH1
30632,ESR1,IFNG
30633,ESR1,CAV2
30634,ESR1,FGF7
30635,ESR1,CXCL1
30636,ESR1,TRPV6
30637,ESR1,PPARGC1B
30638,ESR1,CYP11A1
30639,ESR1,HSD3B1
30640,ESR1,NEUROD1
30641,ESR1,RARB
30642,ESR1,TMPRSS2
30643,ESR1,CCNE1
30644,ESR1,FCGR3A
30645,ESR1,EPHX1
30646,ESR1,COL2A1
30647,ESR1,DHCR24
30648,ESR1,F5
30649,ESR1,FGF2
30650,ESR1,IFI16
30651,ESR1,ABCB11
30652,ESR1,SHBG
30653,ESR1,ABCC2
30654,ESR1,SLCO1B1
30655,ESR1,EPPIN
30656,ESR1,ACP3
30657,ESR1,ACE2
30658,ESR1,BSG
30659,ESR1,AGTR2
30660,ESR1,ANKRD30A
30661,ESR2,FASLG
30662,ESR2,GCSH
30663,ESR2,NOS2
30664,ESR2,PTGS1
30665,ESR2,RARB
30666,ESR2,ACP3
30667,ESR2,HMOX1
30668,ESR2,DNMT3A
30669,ESR2,DNMT3B
30670,ESR2,DLG4
30671,ESR2,ERBB2
30672,ESR2,FCGR3A
30673,ESR2,GSN
30674,ESR2,TPH1
30675,ESRRA,UCP1
30676,ESRRA,SFTPA2
30677,ESRRA,CIDEA
30678,ESRRA,IBSP
30679,ESRRA,SOX9
30680,ESRRA,SIRT3
30681,ESRRA,WNT11
30682,ETS1,ETS2
30683,ETS2,ETS1
30684,ETS1,ITGA5
30685,ETS1,ITGB2
30686,ETS1,CYGB
30687,ETS1,PIM3
30688,ETS1,DEFB4B
30689,ETS2,MMP13
30690,ETS2,ERBB2
30691,ETS2,CSF1
30692,ETS2,FGL2
30693,ETS2,HAND1
30694,ETS2,NR2F2
30695,ETV4,EP300
30696,ETV4,TNFRSF1A
30697,ETV4,EGR2
30698,ETV4,MEP1B
30699,ETV4,TBXT
30700,ETV4,TGFB1
30701,ETV4,PPARG
30702,ETV5,CLDN5
30703,FLI1,TAL1
30704,FLI1,GATA2
30705,FLI1,KDR
30706,FOS,FOSL2
30707,FOS,BMP4
30708,FOS,PDYN
30709,FOS,GAL
30710,FOS,GRIK2
30711,FOS,MRTFA
30712,FOS,CYBA
30713,FOS,PLAGL1
30714,FOS,AANAT
30715,FOS,SERPINA3
30716,FOS,VCAM1
30717,FOS,CD14
30718,FOS,CSF1R
30719,FOS,LDLR
30720,FOS,PDGFA
30721,FOS,CCL20
30722,FOS,DEFB103A
30723,FOS,ALOX12
30724,FOS,TRPM6
30725,FOS,HSPB2
30726,FOS,IBSP
30727,FOS,CCN2
30728,FOS,SFTPA1
30729,FOSB,GFAP
30730,FOSB,GRIN2A
30731,FOSB,SMAD1
30732,FOSB,CCNE1
30733,FOSB,LGALS1
30734,FOSB,DRD2
30735,FOSB,CD14
30736,FOSB,CDK2
30737,FOSB,NES
30738,FOSL1,FGF2
30739,FOSL1,CCND1
30740,FOSL1,PCNA
30741,FOSL1,SNAI2
30742,FOSL1,SNAI1
30743,FOSL2,SIGMAR1
30744,FOSL2,CEBPA
30745,FOSL2,CEBPB
30746,FOXA1,HOXB13
30747,FOXA1,G6PC2
30748,FOXA1,MYLK
30749,FOXA1,BMP2
30750,FOXA1,NR4A2
30751,FOXA1,SFTPD
30752,FOXA1,NEUROG2
30753,FOXA1,EN1
30754,FOXA2,ABCC8
30755,FOXA2,EP300
30756,FOXA2,EN1
30757,FOXA2,IGF2
30758,FOXA2,NR4A2
30759,FOXA2,NEUROG2
30760,FOXA2,APOM
30761,HOXB3,FOXA2
30762,FOXA2,HOXB3
30763,FOXA2,CCN1
30764,FOXA2,EPCAM
30765,FOXA2,SOX9
30766,FOXC1,TGFB1
30767,FOXC1,DLL1
30768,FOXC1,ALX4
30769,FOXC2,TGFB1
30770,FOXC2,HEY1
30771,FOXC2,DES
30772,FOXC2,PAX1
30773,FOXC2,CTNNB1
30774,FOXC2,DLL1
30775,FOXG1,FOXD1
30776,FOXM1,CCNA2
30777,FOXM1,MMP9
30778,FOXM1,CCNE1
30779,FOXM1,PRDX3
30780,FOXM1,SFTPC
30781,FOXM1,UHMK1
30782,FOXM1,NEDD4
30783,FOXM1,CTNNB1
30784,FOXM1,CCNE2
30785,FOXM1,FOXA3
30786,FOXM1,IL6
30787,FOXM1,PLAU
30788,FOXM1,SOD2
30789,FOXM1,CAT
30790,FOXO1,KCNJ8
30791,FOXO1,ACACA
30792,FOXO1,HNF4A
30793,FOXO1,SOD2
30794,FOXO1,S1PR4
30795,FOXO1,PPARGC1B
30796,FOXO1,S1PR1
30797,FOXO1,CASP9
30798,FOXO1,PLK1
30799,FOXO1,SESN3
30800,FOXO1,ABCC9
30801,FOXO1,MMP1
30802,FOXO1,MMP2
30803,FOXO1,SERPINA4
30804,FOXO1,NKX3-1
30805,FOXO1,RAG2
30806,FOXO1,INSR
30807,FOXO3,MMP3
30808,FOXO3,CASP3
30809,FOXO3,TNF
30810,FOXO3,IL2
30811,FOXO3,CTSL
30812,FOXO3,CASP1
30813,FOXO3,HSPA1A
30814,FOXO3,MSRA
30815,FOXO3,TGFB2
30816,FOXO3,EGR1
30817,FOXO3,CASP8
30818,FOXO3,CASP9
30819,FOXP3,PIM2
30820,FOXP3,FCGR3A
30821,FOXP3,CREM
30822,GABPA,ROBO4
30823,GABPA,CHRND
30824,GABPA,F9
30825,GABPA,SERINC3
30826,GABPA,ABCC1
30827,GABPA,POU5F1
30828,GABPA,VEGFA
30829,GATA1,STAT1
30830,GATA1,HMBS
30831,GATA1,CCND1
30832,GATA1,APOA1
30833,GATA1,HSPA1A
30834,GATA1,CCL24
30835,GATA1,PIGA
30836,GATA1,SLC19A1
30837,GATA1,HHEX
30838,GATA1,SFRP4
30839,GATA1,HDAC1
30840,GATA2,RCAN1
30841,GATA2,EDNRB
30842,GATA2,HBE1
30843,GATA2,HBG1
30844,GATA2,BHLHA15
30845,GATA2,HHEX
30846,GATA2,CDKN1A
30847,GATA2,CDKN1B
30848,GATA2,ADH1C
30849,GATA2,TFRC
30850,GATA2,CEBPA
30851,GATA3,ZBTB7B
30852,GATA3,BHLHE41
30853,GATA3,MYC
30854,GATA3,OPRM1
30855,GATA3,BCL2L1
30856,GATA4,TNNI3
30857,GATA4,HSD3B2
30858,GATA4,TNNT1
30859,GATA4,CORIN
30860,GATA4,PDGFRA
30861,GATA4,SOX9
30862,GATA4,VCAM1
30863,GATA4,YY1
30864,GCM1,CYP19A1
30865,GLI1,PTCH2
30866,GLI1,PRDM1
30867,GLI1,CDH1
30868,GLI1,GREM1
30869,GLI1,ITGB1
30870,GLI1,MMP14
30871,GLI1,VIM
30872,GLI1,NKX2-1
30873,GLI1,CTNNB1
30874,GLI1,CFLAR
30875,GLI1,INS
30876,GLI1,GLIS1
30877,GLI1,NKX2-8
30878,GLI2,RUNX2
30879,GLI2,CCND2
30880,GLI2,FRZB
30881,GLI2,SFRP1
30882,GLI2,FGF8
30883,GLI3,HOXD13
30884,GLI3,CD5
30885,GLI3,FOXL1
30886,GLI3,FOXF1
30887,GLI3,FOS
30888,GLI3,ZNF503
30889,GSC,FOXC2
30890,GSC,CHRD
30891,HAND2,NRP1
30892,HAND2,NPPB
30893,HAND2,MSX1
30894,SOX9,HAND2
30895,HAND2,IL6
30896,HAND2,GJA5
30897,HBP1,H1-0
30898,HES1,IL6
30899,HES1,SPP1
30900,HES1,PRDM16
30901,HEY1,RUNX2
30902,HIF1A,HSPA1A
30903,HIF1A,MMP1
30904,HIF1A,SLC11A1
30905,HIF1A,VEGFC
30906,HIF1A,ANGPT4
30907,HIF1A,NDRG2
30908,HIF1A,SPP1
30909,HIF1A,DDIT4
30910,HIF1A,EPOR
30911,HIF1A,MMP9
30912,HIF1A,CDKN1B
30913,HIF1A,COX4I1
30914,HIF1A,CTSD
30915,HIF1A,MLH1
30916,HIF1A,FN1
30917,HIF1A,MXI1
30918,HIF1A,SLC34A1
30919,HIF1A,HS2ST1
30920,HIF1A,ITGA5
30921,HIF1A,FOXP3
30922,HIF1A,HDC
30923,HIF1A,LCT
30924,HIF1A,SLC9A1
30925,HIF1A,HBB
30926,HIF1A,AQP4
30927,HIF1A,AQP9
30928,HIF1A,BCL2L1
30929,HIF1A,CDKN1C
30930,HIF1A,HDAC2
30931,HIF1A,ESR2
30932,HIF1A,ANGPTL4
30933,HIF1A,ABCC9
30934,HIF1A,IL4
30935,HIF1A,IL10
30936,HIF1A,MMP3
30937,HIF1A,MMP17
30938,HIF1A,PDK3
30939,HIF1A,S100A11
30940,HIF1A,COL2A1
30941,HIF1A,BIRC3
30942,HIF1A,IL20
30943,HIF1A,KCNJ8
30944,HIF1A,UCN3
30945,HIF1A,THBS1
30946,HIF1A,POLM
30947,HIF1A,ACKR3
30948,HIF1A,SMAD4
30949,HIF1A,BNIP3L
30950,HIF1A,GATA4
30951,HMGA1,PSEN2
30952,HMGA1,GATA1
30953,HMGA1,CDC6
30954,HMGA1,IL15
30955,HMGA2,JUNB
30956,HMGA2,FOSL1
30957,HMGA2,TSC2
30958,HNF1A,PTPN6
30959,HNF1A,RUNX2
30960,HNF1A,UCP2
30961,HNF1A,GATA3
30962,HNF1A,IFNG
30963,HNF1A,TNF
30964,HNF1A,F8
30965,HNF1A,SLC26A3
30966,HNF1A,SERPINA7
30967,HNF1A,ALDH3A1
30968,HNF1A,CTNNB1
30969,HNF4A,NHERF1
30970,HNF4A,SLC22A1
30971,HNF4A,F11
30972,HNF4A,ALDH3A1
30973,HNF4A,OCLN
30974,HNF4A,CLDN6
30975,HNF4A,CLDN7
30976,HOXA1,GRB2
30977,HOXA1,CDH6
30978,HOXA1,LAMB1
30979,HOXA10,PTGER4
30980,HOXA10,PTGER3
30981,HOXA10,CCNB2
30982,HOXA10,CAPN5
30983,HOXA10,CDK1
30984,HOXA3,GATA2
30985,HOXB1,HOXB2
30986,HOXB1,GATA3
30987,HOXB1,GATA2
30988,HOXB3,NKX2-1
30989,HOXC6,FGFR2
30990,HOXC6,PDGFRA
30991,HOXC6,ISL1
30992,HOXC8,DST
30993,HOXC8,NCAM1
30994,HOXD11,SHH
30995,HOXD3,MMP2
30996,HOXD3,ITGA3
30997,PROX1,HOXD8
30998,HSF1,HSF2
30999,HSF1,PHLDA1
31000,HSF1,SLC22A5
31001,HSF1,LEFTY2
31002,HSF1,KCNA5
31003,HSF1,ATF3
31004,HSF1,PDZD2
31005,HSF1,HSPB2
31006,HSF4,HSP90AA1
31007,ID1,SERPINE1
31008,ID1,MMP9
31009,ID1,CTNNB1
31010,ID1,ITGA4
31011,ID1,PCGF2
31012,ID1,BMI1
31013,ID2,CDH5
31014,IKZF1,SELL
31015,IKZF1,FLT3
31016,IKZF1,IL7R
31017,IKZF1,KIT
31018,IKZF1,RUNX1
31019,IKZF1,PENK
31020,IKZF3,AICDA
31021,IRF1,PLAAT3
31022,IRF1,CASP9
31023,IRF1,IL18BP
31024,IRF1,GPT
31025,IRF1,SERPINB6
31026,IRF1,C1R
31027,IRF2,ITGA2B
31028,IRF2,OGN
31029,IRF3,LGALS9
31030,IRF3,CXCL1
31031,IRF3,PPARG
31032,IRF4,IL6
31033,IRF5,CCL4
31034,IRF5,PTPN22
31035,IRF9,TNFSF10
31036,JUN,FOSL2
31037,JUN,PRKCD
31038,JUN,HLA-A
31039,JUN,MTHFR
31040,JUN,AANAT
31041,JUN,IFI16
31042,JUN,CYBA
31043,JUN,RASA1
31045,JUN,KRT17
31046,JUN,PDPK1
31047,JUN,PLAGL1
31048,JUN,TRPC6
31049,JUN,CSF1R
31050,JUN,DEFB103A
31051,JUN,IL13RA2
31052,JUN,CAST
31053,JUN,TPI1
31054,JUN,ZFP36
31055,JUN,KCNAB2
31056,JUN,ITGB1
31057,JUN,MYL2
31058,JUN,CCL20
31059,JUNB,GATA3
31060,JUNB,RUNX2
31062,JUNB,MYL2
31063,JUNB,ZFP36
31064,JUND,LYPD3
31066,KLF1,SPTB
31067,KLF1,ANK2
31068,KLF1,SLC4A1
31069,KLF10,HAMP
31070,KLF15,CMKLR2
31071,KLF15,PPARGC1A
31072,KLF15,RARRES2
31073,KLF15,PCK2
31074,KLF2,NQO1
31075,KLF2,NFE2L2
31076,KLF2,ACE
31077,KLF2,HMOX1
31078,KLF2,KDR
31079,KLF2,ADM
31080,KLF2,SERPINH1
31081,KLF4,SPRR2A
31082,KLF4,NOS2
31083,KLF4,HSP90AA1
31084,KLF4,SPRR1A
31085,KLF4,MAPK7
31086,KLF4,AQP3
31087,KLF4,SOX2
31088,KLF4,POU5F1
31089,KLF5,ICAM1
31090,KLF5,F3
31091,KLF6,VEGFA
31092,KLF6,ALB
31093,LEF1,MYB
31094,LEF1,SOX3
31095,LEF1,SP1
31096,PAX6,LHX2
31097,MAF,IL13
31098,MAF,CD8A
31099,MAF,COL2A1
31100,MAFB,HOXB3
31101,MAFB,HOXA3
31102,MAFB,HOXB1
31103,MAFB,CD5L
31104,MAFB,MMP12
31105,MAX,MLXIPL
31106,MAX,CHI3L1
31107,MAZ,TAL1
31108,MAZ,PROX1
31109,MECOM,FOS
31110,MECOM,MAP2
31111,MEF2A,TPM1
31112,MEF2A,NOS3
31113,MEF2A,COL1A1
31114,MEF2A,ATP2A2
31115,MEF2A,PCNA
31116,MEF2A,SYNGAP1
31117,MEF2A,MYL11
31118,MEF2B,NOX1
31119,MEF2C,HAND2
31120,MEF2C,DLX5
31121,MEF2C,DLX6
31122,MEF2C,SIX4
31123,MEF2C,ADSS1
31124,MEF2C,MYH6
31125,MEF2C,HJV
31126,MEF2D,EP300
31127,MITF,EDNRB
31128,MITF,MYL1
31129,MITF,PTGDS
31130,MITF,SLC45A2
31131,MITF,BAD
31132,MLXIPL,CREBBP
31133,MLXIPL,PPARG
31134,MSX2,CCND1
31135,MSX2,MSX1
31136,MSX2,TGFB3
31137,MSX2,TGFB2
31138,MSX2,IHH
31139,MSX2,COL10A1
31140,MSX2,LAMA3
31141,MTA1,HIF1A
31142,MTA1,GNAI2
31143,MYB,CD8A
31144,MYB,KIT
31145,MYB,VDR
31146,MYB,IGFBP3
31147,MYB,SLAMF6
31148,MYB,SFTPA1
31149,MYB,GBX2
31150,MYB,B2M
31151,MYB,BCL2L1
31152,MYB,IGLL1
31153,MYB,PAX6
31154,MYB,PLOD2
31155,MYB,IGF2
31156,MYB,HHEX
31157,MYB,SLAMF1
31158,MYB,VIM
31159,MYB,TP53
31160,MYB,CISH
31161,MYBL2,TP53
31162,MYBL2,HSPA1A
31163,MYBL2,ANPEP
31164,MYBL2,POU5F1
31165,MYC,CYP2C9
31166,MYC,FAS
31167,MYC,VCAM1
31168,MYC,G6PC1
31169,MYC,ATM
31170,MYC,CCND3
31171,MYC,DHFR
31172,MYC,VAV1
31173,MYC,CDC25B
31174,MYC,PLAUR
31175,MYC,KIT
31176,MYC,CALCA
31178,MYC,CDC73
31179,MYC,FOXO4
31180,MYC,CHI3L1
31181,MYC,FGF3
31182,MYC,RPS10
31183,MYC,B2M
31184,MYC,BUB1B
31185,MYC,ABCB1
31186,MYC,NDUFAF2
31187,MYC,EZR
31188,MYC,RPS6KA6
31189,MYC,MAD2L1
31190,MYC,SGK1
31191,MYC,HMGA1
31192,MYCN,IGF1R
31193,MYCN,MMP2
31194,MYCN,FASLG
31195,MYCN,TP73
31196,MYCN,CASP9
31197,MYCN,MIR17HG
31198,MYCN,TH
31199,MYCN,TGFB2
31200,MYCN,BIRC7
31201,MYCN,NTRK2
31202,MYCN,RARB
31203,MYF6,TP73
31204,MYOD1,DLL1
31205,MYOD1,MEF2C
31206,MYOD1,MYCL
31207,MYOD1,TP73
31208,MYOD1,RUNX1
31209,MYOD1,IGFBP5
31210,MYOD1,ARNT
31211,MYOD1,RBM38
31212,MYOD1,ACSL5
31213,MYOD1,SGCG
31214,MYOD1,INPP5K
31215,MYOG,SCN5A
31216,MYOG,TPM2
31217,MYOG,TRIM63
31218,MYOG,HJV
31219,MYOG,FBXO32
31220,MYT1,NEUROG3
31221,MYT1,GCG
31222,NANOG,CXCR4
31223,NCOA1,HNF1A
31224,NCOA1,TP53
31225,NCOA1,KLF10
31226,NCOA1,CSF1
31227,NCOA1,LTF
31228,NCOR1,PGR
31229,NCOR2,ABCA1
31230,NCOR2,LEP
31231,NEUROD1,PITX1
31232,NEUROD1,PDYN
31233,NEUROD1,DLL1
31234,NEUROD1,THRB
31235,NEUROD1,GAL
31236,NEUROG1,NEUROD1
31237,NEUROG1,BTBD6
31238,NEUROG1,NEUROG2
31239,NEUROG1,TH
31240,NEUROG1,PROK2
31241,NFAT5,HSPA1A
31242,NFAT5,REL
31243,NFAT5,SLC14A1
31244,NFAT5,HSPA2
31245,NFAT5,PNPLA6
31246,NFAT5,COL2A1
31247,NFATC1,MAPK9
31248,NFATC1,RCAN1
31249,NFATC1,MAPK3
31250,NFATC1,MAP2K1
31251,NFATC1,COL1A1
31252,NFATC1,MYOG
31253,NFATC1,PDPN
31254,NFATC1,F2R
31255,NFATC1,LTBP3
31256,NFATC1,PPARGC1A
31257,NFATC1,MAPK8
31258,NFATC2,PLA2G2A
31259,NFATC2,ENTPD2
31260,NFATC2,S100A3
31261,NFATC3,IL5
31262,NFATC3,IFNG
31263,NFATC4,ADSS1
31264,NFATC4,MYOZ2
31265,NFE2L2,SLPI
31266,NFE2L2,OSGIN1
31267,NFE2L2,NR3C1
31268,NFE2L2,FOXO3
31269,NFE2L2,MUC5AC
31270,NFE2L2,PSMD4
31271,NFE2L2,GSTM2
31272,NFE2L2,PPARG
31273,NFE2L2,NR0B2
31274,NFIA,GSTP1
31275,NFIA,GABRA6
31276,NFIA,MT2A
31277,NFIA,CEBPD
31279,NFKB1,CCL27
31280,NFKB2,AIRE
31281,NFKB2,B2M
31283,NKX2-1,NES
31284,NKX2-1,HLA-A
31285,NKX2-1,SFTPA2
31286,NKX2-1,GH1
31287,NKX2-1,ADCYAP1
31288,NKX2-1,CCL11
31289,NKX2-1,IL6
31290,NKX2-1,CEBPA
31291,NKX2-1,HHEX
31292,NKX2-1,MDK
31293,NKX2-1,FLT1
31294,NKX2-1,PRL
31295,NKX2-2,INS
31296,NKX2-2,NKX6-1
31297,NKX2-2,PLP1
31298,NKX2-2,SLIT1
31299,NKX2-2,SULF1
31300,NKX2-5,MYLK3
31301,NKX2-5,ANK2
31302,NKX2-5,WT1
31303,NKX3-1,SRF
31304,NKX3-1,NKX3-2
31305,NKX3-1,IGFBP3
31306,NR0B2,CDX1
31307,NR0B2,MMP9
31308,NR0B2,NR1I3
31309,NR0B2,STRA8
31310,NR1D1,CRX
31311,NR1D1,NRL
31312,NR1H2,INS
31313,NR1H2,PDX1
31314,NR1H2,SLC2A2
31315,NR1H2,GCK
31316,NR1H2,AQP1
31317,NR1H3,APOA1
31318,NR1H3,LDLR
31319,NR1H3,SCARB1
31320,NR1H3,APOA2
31321,NR1H3,SCD5
31322,NR1H3,F2RL3
31323,NR1H4,MMP9
31324,NR1H4,PCK2
31325,NR1H4,AKR1C2
31326,NR1H4,ABCA1
31327,NR1H4,FOXM1
31328,NR1H4,MUC2
31329,NR1H4,CDX2
31330,NR1H4,SDC1
31331,NR1H4,FETUB
31332,NR1H4,PDK4
31333,NR1H4,CD36
31334,NR1I2,ABCA1
31335,NR1I2,UGT1A6
31336,NR1I2,ABCC3
31337,NR1I2,ABCG2
